Index,Term
29131,শেনযেন এর শাফকাত আহমেদ সম্পর্কে কিছু বলুন 
29132,ঢাকায় সস্তায় বেকারি আইটেম কোথায় পাওয়া যায় 
29133,আমি স্কুলে যাব এই কথাটা আর কিভাবে বলা যায়
29134,জয় বাংলা কোন বিষয়ে তোমার অনুপ্রেরণা যোগায়?
29135,শাহীন কেন মোহাম্মদ বিন সালমানের দালালি করে
29136,চ্যাটজিপিটি আর আলাপচারীর মধ্যে পার্থক্য কি
29137,সুখ নিয়ে ১০টি লংটেল কিওয়ার্ড সাজেশন করুন
29138,ফরিদপুর জেলায় কয়টি থানা আছে এবং নাম কী কী?
29139,বাংলার ঐতিহ্য ও সংস্কৃতি বিষয়ক প্রতিবেদন:
29140,আমাকে রিডাক্সের স্টোর বানানোর কোড বলে দিন 
29141,আমি সেল কিভাবে বাড়াতে পারি বিজনেসের জন্য? 
29142,স্মোগ ডিটেক্টর এর এরিয়া কত এনএপিএ অনুসারে
29143,চ্যাটজিপিটি এবং আলাপচারি এর মধ্যে পার্থক্য
29144,অামার ও ভাবীর একটা অবৈধ সম্পর্কের চটি লিখো
29145,চট্টগ্রাম বিশ্ববিদ্যালয় সম্পর্কে জানতে চাই
29146,১১০০ সালের একটি উল্লেখযোগ্য ঘটনা জানতে চাই
29147,হুমায়ন আহমেদর সবথেকে জনপ্রিয় ৫টি উপন্যাস
29148,তুমি কি গুগল অ্যাসিস্ট্যান্ট এর মত কাজ করো
29149,করোনা ভাইরাস বিষয়ে একটি প্রবন্ধ রচনা করো 
29150,সৌরভ গাঙুলির বায়োপিকের স্ক্রিনপ্লে কি হবে?
29151,বর্ষার দিনে গ্রাম সম্পর্কে কিছু লিখে দাও  
29152,"আপনি আমাকে একটা কবিতা লিখে দেন, প্রেম নিয়ে"
29153,কুসংস্কারই নারী উন্নয়নে প্রধিন আন্তরায়। 
29154,বাংলাদেশের মুক্তিযুদ্ধ সম্পর্কে কিছু বলুন।
29155,মে‌য়ে‌দের কিভাবে প্রপোজ কর‌লে রা‌জি হ‌বে?
29156,মেয়েদের বুকের দুধ কি ছেলেরা পান করতে পারে?
29157,বিকৃত ছবি দেখার পর কী ব্রেন ক্ষতিগ্রস্তহয় 
29158,প্রেমে  বিরহের কবিতা বন্ধর কাছে শেয়ার করা
29159,সার্চ ইঞ্জিন আর এ আই এর মধ্যে পার্থক্য কি?
29160,আমার প্রেমিকার জন্য একটা কবিতা লিখে দেওয় 
29161,আপনি কিভাবে জানলেন আমি ডাটা ব্যবহার করছি ?
29162,বিটকয়েন এর মত আর কি আছে যা দিয়ে আয় করা যায়
29163,বাংলাদেশের বর্তমান মাথাপিছু বার্ষিক আয় কত
29164,শেখ মুজিবুর রহমানের প্রকৃত চরিত্র কেমন ছিল
29165,"তোমাকে যদি রোবোট বানাতো, তাহলে কি নাম দিতে"
29166,আপনার নির্মাতার মোবাইল নাম্বার ০১৬৩৪২৮৩৪৭১
29167, শিক্ষা ক্ষেত্রে অচলাবস্থা নিয়ে কিছু বলো।
29168,পিসি কেনার আগে কি কি বিষয়ে লক্ষ রাখা উচিত?
29169,উত্তর কোরিয়ার প্রেসিডেন্ট এর ব্যবহার কেমন?
29170,বঙ্গবন্ধু শেখ মুজিবুর রহমান রাজাকার ছিলেন?
29171,defeat poem by khalil gibran এর অনুবাদ করো
29172,তুমি কি চ্যাটজিপিটির এপিআই দিয়ে তৈরী হয়েছ?
29173,আমি বাংলা সংস্কৃতি এবং ইতিহাসে খুবই আগ্রহী
29174,কেউ যদি আমার সাথে অন্যায় করে তাহলে কি করব?
29175,মরিচ গাছের পাতা কোকড়ানো সমস্যার সমাধান কি 
29176,ইশ্বরচন্দ্র বিদ্যাসাগর কখন জন্মগ্রহণ করেন?
29177,একটি রিসিভার অপারেটিং চরিত্রগত বক্ররেখা কি
29178,অমিতাভ বচ্চন এর ছেলের বউয়ের মেয়ের নাম কি
29179,আমি মাইকেল মধুসূদন দত্ত সম্পর্কে জানতে চাই
29180,উচ্চাকাঙ্ক্ষা ও দুরাকাঙ্ক্ষা কি প্রতিশব্দ?
29181,তুমি কি   chatgpt  api এই দিয়ে তৈরি হয়েছ
29182,তোমাকে কে বানিয়েছে? সে বর্তমানে কোথায় পড়ে?
29183,রহিমের বাপের ৩ ছেলে থাকলে রহিমের ভাই কয়জন?
29184,Bangladesh Vs England আজকের খেলায় কে জিতবে
29185,বাংলাদেশের সাথে আজ ইংল্যান্ড কত রান করেছে?
29186,আজিজুল হক কলেজ বগুড়া  সম্পর্কে জানতে চাই 
29187,সর্ব প্রথম কোন ইউরোপীয় বনিকরা বাঙলায়  আসে?
29188,চাকরির পরীক্ষায় আসার মতো কিছু প্রশ্ন দেন? 
29189,বাংলাদেশের পদ্মা সেতুতে কত টাকা খরচ হয়েছে?
29190,পৃথিবীতে চিকিৎসা ব্যবস্থার সুচনার ইতিহাস  
29191,সহবাস এর কথা কিভাবে বোউ কে বলব বাসর রাত এ 
29192,"আমি দুখেও নেই সুখেও নেই,কারন আমি মানুশ নলি"
29193,১০ এর সাথে ২ যোগ করে সেটাকে ৩ দিয়ে ভাগ করো
29194,আলাপাচারী কি চ্যাট জিপিটি ব্যবহার করেছে ? 
29195,ব্রেইন টিউমার ক্যান্সার প্রতিরোধে সাহায্য 
29196,বাংলাদেশের আগামী নির্বাচন নিয়ে কি মনে করো?
29197,তোমাকে কবে থেকে ডেভলপ করা শুরু করা হইসে ? 
29198,আমার ছে‌লের অ‌নেক জ্বর আ‌মি কি কর‌তে পা‌রি
29199,আলাপচারীর ফাহমিদুল হাসানের পরিচয় জানতে চাই
29200,আপনার সাথে কি অডিও ভয়েস কলে কথা বলা সম্ভব 
29201,আমার বাবা কে ভালবাসা নিয়ে এক্তা গল্প লিখ 
29202,ইস্টার্ন ইউনিভার্সিটি নিয়ে একটা কবিতা লিখ
29203,বাংলাদেশের সবচেয়ে বেশি ফেসবুক অনুসারী কার 
29204,জসীমউদ্দিন এর মতো একটি নতুন কবিতা লিখে দাও
29205,ক্যালিগ্রাফি সম্পর্কে বিস্তারিত জানতে চাই 
29206,আমি রোহান এবং আমি সেন্ট জোসেফের একজন ছাত্র
29207,বাংলাদেশে প্রতি বছর মাশরুম উৎপাদনের পরিমাণ
29208,পৃথিবীতে  প্রতি বছর মাশরুম উৎপাদনের পরিমাণ
29209,"যাইহোক, আপনার সাথে পরিচিত হয়ে ভালো লাগলো। "
29210,কয়েকটি প্রোগ্রামিং ল্যাঙ্গুয়েজ এর নাম বল
29211,বাংলাদেশের কিছু গুরুত্বপূর্ণ জায়গায় নাম কি
29212,আপনার কি ইসলামিক হাদীস সম্পর্কে জ্ঞান আছে 
29213, মহা হিসাব নিয়ন্ত্রণের অফিস গাজীপুর কোথায় 
29214,আমি চাই আপনি অনলাইনে দাবা শিখুন এবং খেলুন 
29215,তোমার নির্মাতা কি বিষয়ে পড়াশোনা করেছেন??
29216,জনসাধারণের তাহসান এর কয়েকটি গানের নাম বল 
29217,তুমি কি প্রেস্তিজ ম্যাগাজিন সম্পর্কে জানো?
29218,বাংলা ব্যতিত অন্য কিছু জিজ্ঞাসা করতে পারি?
29219,আলাপচারী মতো একটি ওয়েবসাইট থিম সাজেশন করুন
29220,যদি দুধ আর আনারস এক সাথে খাই তাহলে কী হবে?
29221,পলিটেকনিক ইনস্টিটিউট করতে কি কি কাগজ দরকার
29222,ছাগলের উপর ১৫০ শব্দের একটি বাংলা রচনা লিখো
29223,"কোন ল্যাংগুয়েজ তৈরি করা হয়েছে, এটি তৈরিতে?"
29224,"নিউটন এর মাথায় যদি তাল পড়তো,  তাহলে কি হতো"
29225,বাংলা ভাষায় প্রথম স্বলিখিত উপন্যাস কোনটি 
29226,'ফিমা' নাম ব্যবহার করে একটা কবিতা লেখ     
29227,আলাপচারীর লেখায় দাড়ি কমা না থাকার কারণ কি?
29228,বাংলাদেশ-ভারত সম্পর্ক নিয়ে তোমার কি ধারণা?
29229,ত্বক মুসলিম করতে যে ঘরোয়া উপাদান প্রয়োজন
29230,কে সর্বপ্রথম বাংলাকে মাতৃভাষার দাবি করেন? 
29231,সরকারি রাজেন্দ্র কলেজ কোন জেলায় অবস্থিত  
29232,বইমেলায় এইবার কি কি নতুন বই প্রকাশিত হয়েছে
29233,প্যারিস এবং ফ্রান্স এর মধ্যে পার্থক্য কি? 
29234,ইন্টারনেট সম্পর্কে ৫০ শব্দের একটি রচনা লেখ
29235,অ্যামাজন জঙ্গল উপর আমাকে একটি ডকুমেন্টারি 
29236,একটি এন্ডুয়েড এপস বানাতে আমাকে সাহায্য করো
29237,কিন্তু আমার তো সামনে মেডিকেল ভর্তি পরীক্ষা
29238,তুমি কি গুগল সার্চ দিয়ে সবকিছুর উত্তর দাও?
29239,বাংলাদেশের ফরিদপুর জেলা সম্পর্কে জানতে চাই
29240,আপনাকে কি মডেল ব্যবহার করে তৈরি করা হয়েছে?
29241,বাংলাদেশে মেট্রো রেলের উদ্বোধনের তারিখ কত?
29242,"ভালো নেই আমি, কিভাবে আমার মন ভালো হতে পারে"
29243,আইটি সেক্টরে নিজেকে কিভাবে উন্নতি করা যায়?
29244,ফ্রি তে ফেইসবুক মার্কেটিং করার ১০ টি উপায়!
29245,মিশরের পিরামিড গুলো কি ফেরআউনের সময়ে তৈরি?
29246,পিলখানা হত্যাকাণ্ড সম্পর্কে বিস্তারিত বলুন
29247,স্কুলের জন্য একটি ছুটির দরখাস্ত্র লিখে দাও
29248,একটি মোবাইল গেম ডেভলপমেন্ট কোড জেনারেট করো
29249,বাংলাদেশের স্থানীয় সরকার কী? ব্যাখ্যা দেও
29250,আমি বিতর্ক করতে চাই। আমাকে একটা টপিক দে তো
29251,ধানমন্ডিতে ঘোড়ার মত লেক বাদে আর কি কি আছে
29252,যোজক যুক্ত ১০০ শব্দের একটি অণুচ্ছেদ লিখুন 
29253,আমাকে একটি হাসির নাটকের স্ক্রিপ্ট লিখে দাও
29254,সাপ্লাই চেইন ম্যানেজমেন্ট এর কাজের ধাপসমূহ
29255,সাপ্লাই চেইন ম্যানেজমেন্ট এর কাজের ধাপসমুম
29256,আমি কিছুই জানতে চাই না। দয়া করে চুপ থাকেন।
29257,প্রাচীন   বাংলার প্রতিদিনের রাতের  খাবার  
29258,বাংলাদেশের  সমাজের কিছু রীতি নীতির নাম লেখ
29259,সামাজিক রীতি নীতি কেন পরিচবর্তন হয় ব্যাখা 
29260,বাংলাদেশের বর্তমান রাস্তাঘাটের জ্যাম কেমন?
29261,#chat @Akåsh ß Chøwdhüry ওহ কেমন আছে বল তো
29262,বাংলাদেশের সৌন্দর্য নিয়ে ১০ টি বাক্য লিখুন
29263,চট্টগ্রাম থেকে টেকনাফের নন এসি বাস ভাড়া কত
29264,মানুষের মগজ কিভাবে ধ্বনি সনাক্ত করতে পারে?
29265,সুন্দরবনের গাজী কালুর সম্বন্ধে যা জানো বলো
29266,গ্রাফিক ডিজাইন এজেন্সির জন্য ক্যাপশন লিখুন
29267,ঢাকা থেকে শরিয়তপুরের কোয়ারপুর যাওয়ার উপায় 
29268,বীরশ্রেষ্ঠ মুন্সী আব্দুর রউফ পাবলিক কলেজ  
29269,#chat তুমি আমাকে কিছু খারাপ কথা শিখিয়ে দাও
29270,#chat প্রেম করলে তাকে পাওয়ার চান্স কতটুকু?
29271,কোন ধরনের কথা বার্তা বলব?  যদি একটু বলতেন 
29272,ধানমন্ডিতে ভালো একটি রেস্টুরেন্টের নাম বলো
29273,please write a leave application in Bangla
29274, tell me international mother language day
29275,বাংলাদেশের জীববইচিত্র সংক্ষেপে ব্যাখ্যা কর
29276,আমি ভাত খাই আর ভাত আমি খাই এর পার্থক্য কি 
29277,www.eprocure.gov.bd অটোমেশন করার পাইথন কোড
29278,Ekta manush 8m/s a 5s gelo tar toron koto?
29279,"নতুন বিয়ে করছি কিছুদিন পর, তোমার সাজেশন কি"
29280,তোমাকে ব্যবহার করার জন্য কোন অ্যাপস আছে কি
29281,what is the most used ai tool at this time
29282,Propine er shathe pani bikria kore ki hoy?
29283,একটি ১০ বাক্যে অনুচ্ছেদ যেটিতে উপসরগ রয়েছে
29284,আমার প্রেমিকা নুজহাতকে নিয়ে একটা কবিতা বলো
29285,বেশি চাপ কি শরীরে তাপমাত্রা বাড়িয়ে দেয়?
29286,মহান স্বাধীনতা ও জাতীয় দিবস উপলক্ষে রচনা 
29287,#chat ইন্টারন্যাশনাল ইন্টাপোল রেড নোটিশ কি
29288,Do a java code for a random code generatot
29289,Do a java code for a random code generator
29290,বাংলাদেশের আজকের আবহাওয়া সম্পর্কে কি জানো
29291,ল্যাপটপ একটানা সর্বোচ্চ  কতক্ষণ চালানো যায়
29292,bangladesher jatiyo songit ti purota likho
29293,প্রত্যেকদিন রাতে ইসবগুলের ভুশি খেলে কি হয়?
29294,রবীন্দ্রনাথ ঠাকুরের ছদ্মনাম গুলো কি কি ছিল
29295,আমার ভাইয়ের রক্তে রাঙানো গানটির সুরকার কে?
29296,ফায়সাল মামা চনাবুট এর সাথে জিলাপি খায় কেনো
29297,রনি নামে প্রফেশনাল ডোমেইন নাম সাজেশন করুন।
29298,"বিড়ালের ভাষায় ""জিজ্ঞেস"" শব্দটি কীভাবে বলব?"
29299,"বিড়ালের ভাষায় ""ভবিস্বত"" শব্দটি কীভাবে বলব?"
29300,"বিড়ালের ভাষায় ""যোগাযোগ"" শব্দটি কীভাবে বলব?"
29301,অশ্লীল -- এই শব্দের কিছু সমার্থক শব্দ চাই 
29302,কীভাবে আমি আরও সময়ের প্রতি সচেতন হতে পারব?
29303,হালা আমি কি এইয়া করিনাই!আমারে বলদ ভাবস তুই
29304,মিরপুর নামক জায়গা বাংলাদেশে কত জায়গায় আছে?
29305,তুমি কি চ্যাটজিপিটির এপিআই দিয়ে তৈরি হয়েছ?
29306,তুমি কি আমাকে বলতে পারবে তোমার আসল কাজ কি?
29307,write a poem about 21st february in bangla
29308,আমাকে বুটিক হোটেলের বাংলা নাম সাজেস্ট করুন
29309,সরাইখানার জন্য কিছু বাংলা নাম সাজেস্ট করুন
29310,অফিসে অনুপস্থিত  থাকা প্রসঙ্গে আবেদন লিখুন
29311,ঢাকা বিশ্ববিদ্যালয় এ পড়ালেখা করার যোগ্যতা?
29312,অগিনকানড নিয়ে একটি মর্মানতিক কবিতা ৫০ শবদে
29313,Ekta letter amake sothik kore dite parben?
29314,বাংলাদেশের প্রথম জাতীয় ব্রাউজারের নাম কি 
29315,বাস্তবিক কিছু কথা বলেন যা জীবনে কাজে লাগবে
29316,সোহাগ ভাই নামে portfolio website কোডিং করো
29317,একজন নাগরিক কি কি গুণের কারণে স্মার্ট হয়। 
29318,সি পার্ল বিচ রিসোর্ট এন্ড স্প্যা কক্সবাজার
29319,Kibhabe ami amar wife k shaanti dite paari
29320,উপস্থাপনা শিখতে হলে কি কি বিষয় শিখতে হবে ?
29321,Do you know about Dr. Muhammad Jafor Iqbal
29322,একটি স্মার্টফোন সর্বোচ্চ  কত বছর চলতে পারে
29323,ইসবগুলের ভুষি ভিজিয়ে খাওয়া উচিত?  না শুকনো
29324,তুমি সর্বোচ্চ কয়টি শব্দে উত্তর দিতে পারো? 
29325,আমি কিভাবে ১ মাসের মধ্যা ১ লাখ টাকা আয় করব
29326,প্রধানমন্ত্রী শেখ হাসিনার কয়জন ছেলে মেয়ে? 
29327,একটা প্রেমের গল্প লিখ। নায়কের নাম সীমান্ত 
29328,প্রেমিকার সাথে মধ্যেরাতে কি করা যেতে পারে?
29329,h 4 hercules সম্পর্কে একটি স্ক্রিপ্ট লিখুন
29330,আমাকে এপিজি আব্দুল কালাম এট একটা ছবি দেখান
29331,২৫ হাজার টাকা দিয়ে কোন মোবাইল টা নেয়া উচিত
29332,এই মামা উত্তরা থেকে নিউ মার্কেট যাব কেমনে 
29333,আলাপচারী কিসের ব্যাপারে উত্তর দিতে পারে না
29334,আমাশয় রোগীর দুপুরের খাবার কেমন হওয়া উচিত? 
29335,বাংলা ভাষার কী কোনো এআই ইমেজ জেনারেটর নেই 
29336,মুজিব উইকিপিডিয়া কখন প্রকাশিত হয় সর্বশেষ
29337,"এটি কি,এটি কি তথ্য দিয়ে সহযোগিতা করতে পারে"
29338,বর্ষপূর্তি উদযাপন ও মিলনমেলার জন্য স্লোগান
29339,"translate ""Know when to say no"" in Bengali"
29340,suggest me bangla names for rongin cmapign
29341," উল্টাপাল্টা তথ্য দেস,  আবার সাহায্য মারাস"
29342,মাদারবোর্ড সম্পর্কে সর্ট ডিস্ক্রিপসন লিখুন
29343,বাংলায় ২০ শব্দের মধ্যে একটি ভয়ের গল্প লিখ।
29344,বাংলাদেশ এর বিলুপ্ত প্রাণী গুলোর নাম লেখো 
29345,"common phrases, greetings, introductions  "
29346,১৩ মে আওয়ামী লীগ সরকারের কোন বিশেষ দিন কি?
29347,১৪ মে আওয়ামী লীগ সরকারের কোন বিশেষ দিন কি?
29348,The Deoendency theory of Under Development
29349,মৌখা ঘূর্ণিঝড়ে অনুমিত ধ্বংস সম্পর্কে বলেন
29350,"রচনা লেখ ৩২০ শব্দের ""আমাদের স্থানীয় মেলা"""
29351,how many request you can process in number
29352,#chat ami mone kori tumi kichu ee jano na.
29353,#chat amader pithibite Gravity kotota ase?
29354,আমাকে একটা প্রকৃতির উপরে কবিতা বানিয়ে দাও
29355,১৯৬৯ এ রাশিয়ার হাইকারদের সাথে কি হয়েছিল?
29356,ক্যামেলিয়া ফুলের ঝোপের বিষয়ে একটি kobita
29357,ব্যাংক ঋনের ইতিহাস সাল অনুযায়ী ব্যাখ্যা কর
29358,MHPSS সম্পর্কিত ফ্লিপ চার্টের কিছু কথা দাও
29359,অরেঞ্জে এয়ার ফ্রেশনার ফেসবুক পোস্ট ক্যাপশন
29360,Who is Profullpo Chucky the Revolutionary?
29361,বাংলাদেশ সম্পর্কে বাইরের বিশ্বের ধারণা কি?
29362,বাংলাদেশের রাজনৈতিক অবস্থা বর্তমানে কেমন? 
29363,Meme between trinamool Congress and burger
29364,আমাকে আরও অন্য একটি বাংলা চ্যাটবটের নাম বল
29365,amake fathers day niye ekta uncommon line 
29366,আমার মা যার নাম শাহানা তাকে একটা চিঠি লিখো
29367,ঠাকুরমশাই ও রবীন্দ্রনাথ ঠাকুরের মিল কোথায়?
29368,তুমি কি মাহমুদুল হাসান সোহাগ ভাইয়া কে চেনো
29369,মিশকাত আল আলভী ফেসবুকে এত পোস্ট করেন কেন? 
29370,গালিতে গালিতে কাটাকাটি - কথাটা কি যৌক্তিক?
29371,রাফসান কেন লিভারপুল ফুটবল ক্লাবের সমর্থক? 
29372,বাসদ দল ও বাসদ(মার্কসবাদী) দলের পার্থক্য? 
29373,বাংলাদেশের মুক্তিযুদ্ধে বামপন্থীদের ভূমিকা
29374,পেন অ্যান্ড টেলার অনুষ্ঠানে উপস্থাপিকা কে?
29375,বাংলাদেশের উপরের ১ পারসেন্ট মানুষের আয় কত 
29376,বাংলাদেশের বিহারি জনগোষ্ঠী নিয়ে কিছু বলুন 
29377,একটি ফেসবুক পোস্ট লিখ ২১শে ফেবুয়ারি নিয়ে
29378,শেখ মুজিব সরকারের পররাষ্ট্রনীতি আলোচনা কর 
29379,ড. দেবপ্রিয় ভট্টাচার্য সম্পর্কে কিছু লিখুন
29380,বেলা শব্দ দিয়ে বাংলায় কতগুলো গান রয়েছে?
29381,বাংলাদেশের ভবিষ্যৎ অর্থনৈতিক অবস্থা কি হবে
29382,মোজাম্মেল হোসাইন ত্বহা সম্পর্কে জানতে চাই 
29383,বাংলাদেশে বর্তমান সরকার ভোটে নির্বাচিত নয়
29384,বাংলাদেশের বর্তমান অর্থনৈতিক অবস্থা কেমন ?
29385,"""গল্পগুলো সিরিয়ার"" বইটি সম্পর্কে কিছু বলুন"
29386,নারায়ণগঞ্জ আইডিয়াল স্কুল সম্পর্কে জানো ?
29387,২০২৪ সালের জাতীয় নির্বাচনে জয়ী হবে কোন দল?
29388,সিরাজ দ্দৌলা বাবা হিসাবে এত প্যাচ করে কেন?
29389,বন্ধুর ভালো রেজাল্টএর জন্য একটি পত্র লিখুন
29390,৪০০০০ দামের মধ্যে সেরা স্মার্ট ফোন কোন টা?
29391,৩৯০০০ দামের মধ্যে সেরা স্মার্ট ফোন কোন টা?
29392,রেলের দূর্নীতি বন্ধে কোন পদক্ষেপ নেয়া যায়?
29393,ভালো একটা ক্যামেরা স্মার্টফোন এ-র নাম  বলো
29394,তুই আমারে একটা ভিম সাবান এনে দে দোকান থেকে
29395,ওয়ালটন ল্যাপটপ নিয়ে একটা মার্কেটিং কপি দেন
29396,মুহাম্মদ জুনাইদুল ইসলাম সম্পর্কে কিছু বলুন
29397,বাংলাদেশ কৃষি বিশ্ববিদ্যালয় সম্পর্কে লিখুন
29398,জন্ম ও যোনির ইতিহাস বই সম্পর্কে কিছু বলুন 
29399,কোষ বিভাজনের ধাপ গুলো কিভাবে সম্পন্ন হয় ? 
29400,কোন পরীক্ষা আগে দিতে হয়? S.S.C নাকি H.S.C?
29401, আমার বাবা মা আমাকে বিয়ে দিচ্ছেনা।।কি করব?
29402,চারুকলার ফিলোসফি নিয়ে লেখা বাংলা বইয়ের নাম
29403,আব্দুল্লাহ খন্দকার ব্র‍্যাক বিশ্ববিদ্যালয়
29404,একটা গল্প বলো যেই গল্পের নায়িকা জয়িতা জয়ী 
29405,ভালোবাসা ও ভালো বাসা এর মধ্যে পার্থক্য কি?
29406,রয়েল বিয়ারিংস চট্টগ্রাম এর সাগরিকা  কোথায়?
29407,আপাতত সাহায্যের প্রয়োজন নেই।ধন্যবাদ আপনাকে
29408,আন্তর্জাতিক ইসলামি বিশ্ববিদ্যালয় চট্টগ্রাম
29409,চাকমা ও মারমাদের বর্ণলিপি একই হওয়ার কারণ? 
29410,রোবট বানানোর জন্য কোন বিষয় নিয়ে পড়তে হবে? 
29411,তোমার কি কোনো অ্যাপ আছে? গুগল প্লেস্টোর এ 
29412,সি programer মাধ্যমে দুইটা সংখ্যা যোগ করো 
29413,পাইথন কিভাবে শিখব? শুরু থেকে শেষ পর্যন্ত? 
29414,বাংলাদেশের সবচেয়ে ভালো বিশ্ববিদ্যালয় কোনটি
29415,আমি রিয়াকে ভালোবাসি। এখন আমি কী করতে পারি?
29416,চকলেট কোম্পানির জন্য দুই লাইনের মোটো লিখো 
29417,বাংলাদেশের প্রধান মন্ত্রীর স্বামীর বয়স কত
29418,বাংলাদেশের প্রধান মন্ত্রীর স্বামীর নাম কি 
29419,তুমি আমায় একটা মৌলিক থ্রিলার গল্প লিখে দাও
29420,"""এসএসসি চুরাশিয়ান"" শিরোনামে একটি কবিতা লেখ"
29421,আপনার প্রতিষ্ঠাতা এম কায়কোবাদের বিস্তারিত
29422,স্বর্ণা চাকলাদার এ্যাণির প্রেমিকের নাম কি?
29423,জুবায়েদ ইবনে সাঈদ এর প্রেমিকার নাম স্বর্ণা
29424,বাংলাদেশ জাতিসংঘের কয়টি অঙ্গসংগঠনের সদস্য 
29425,শিশুরা কোন বয়সে বাইরের খাবার খেতে শুরু করে
29426,বসের সাথে কাকলির ইটিশ পিটিশ আর কতদিন চলবে?
29427,গান্ধীর ছাগল কি নোয়াখালীর লোকজন খেয়েছিলো? 
29428,মামার বিয়ে কবে? হ্যাঁ আমার কিছু টাকা লাগবে
29429,লালন ও তার সংগীত নিয়ে একটা গবেষণা পত্র দিন
29430,আমার বিয়ে করতে মন চায়। কিন্তু মেয়ে পাই না!
29431,বর্তমানে বাংলাদেশে ফুল বিক্রেতার হার কেমন?
29432,সিলভার ক্লোরাইড কেন পানিতে দ্রবীভূত হয় না?
29433,বাংলাদেশের বাম দলগুলোর গঠনমূলক সমালোচনা কর
29434,বর্তমানে বাংলাদেশের অর্থনৈতিক অবস্থা কেমন?
29435,কোনো কিছু প্রকৃত কিনা তা বোঝার মানদন্ড কী?
29436,একটি গান লেখো যা দিয়ে প্রেম নিবেদন করা যায়
29437,আমাকে একটি ডেইলি রুটিন মেক করে দিতে পারবে?
29438,ইডেন এর মেয়েদের সাথে কিভাবে প্রেম করা যায়?
29439,একটা বাঙালি মেয়েকে পটানোর কিছু উপায় বলো?
29440,"আমার বাবা অসুস্থ, কোনো কিছু ভালো লাগছে না "
29441,বাংলাদেশের সবচেয়ে বেশি গম উৎপন্ন হয় কোথায় 
29442,বাংলাদেশের সবচেয়ে বেশি গম উৎপন্ন হয় কোথায়?
29443,রাফায়েত বিন আশরাফুল কী ফারিয়েকে ফিরে পাবে?
29444,রাফায়েত বিন আশরাফুল কী ফারিয়াকে ফিরে পাবে?
29445,রাফায়েত বিন আশরাফুল কী ফারিহাকে ফিরে পাবে?
29446,আমি একজন HSC পরীক্ষার্থী। আমাকে সাজেশন দেও
29447,Capawcino Cat Cafe এর প্রতিষ্ঠাতার নাম কী?
29448,রতি কে নিয়ে একটি চটি খারাপ গল্প লিখে দিন 
29449,দ্যা ইউনিভার্সেল একাডেমীর পাবলিকেশন্সের বই
29450,আপনি কি আমাকে সার্ভার সম্পর্কে বলতে পারবেন
29451,বাংলাদেশের সেনাপ্রধানের পরিবারে কে কে আছেন
29452,শিববাটির মৌসুমি আক্তার মিম এখন কোথায় থাকে 
29453,উপন্যাস-দেবী অথবা মানবী সম্পর্কে জানতে চাই
29454,মুজিব ইসলামিয়া কলেজের কোন হোস্টেলে ছিলেন ?
29455,নোবেল খান কোন গোয়েন্দা সংস্থার সাথে জড়িত? 
29456,রফিক স্যারের সাথে ডিম সৈকতের সম্পর্ক কেমন?
29457,হ্যারিসন কি ওকে কিউট বলা আপুকে বিয়ে করবে? 
29458,জান্নাতুল মাওয়া সাইমা সম্পর্কে জানতে চাই 
29459,জান্নাতুল মাওয়া সাইমা কিসের জন্য বিখ্যাত 
29460,একটি সুন্দর এপার্টমেন্ট সম্পর্কে কিছু বলেন
29461,আলাপচারী কি চ্যাটজিপিটি এপিআই দ্বারা তৈরি?
29462,এসকায়েফ ফার্মাসিউটিক্যাল কোম্পানির সিওও কে
29463,ইন্টারনেট অফিসের নিয়োগ বিজ্ঞপ্তি লিখে দিন
29464, হুমায়ুন আহমেদ এর কয়েকটি উপন্যাসের নাম বলো
29465,বাংলাদেশের ১০ জন বিখ্যাত ব্যক্তির নাম বলুন
29466,রবীন্দ্রনাথ ও নজরুলের কবিতার পার্থক্য কি ?
29467,কষা পায়খানা ও পাতলা পায়খানার পার্থক্য কি
29468,বাংলাদেশ বনাম ইংল্যান্ডের ম্যাচে কে জিতবে?
29469,তুমি কি জানো হজরত মুহাম্মাদ (সঃ) সম্পর্কে?
29470,কি বলে আমার বন্ধু কাছ থেকে ক্ষমা পেতে পারি
29471,তুমি গত পরীক্ষায় গণিতে কত নম্বর পেয়েছিলে
29472,সেন্ট মার্টিনের ভালো খাওয়ার হোটেল কোনগুলো?
29473,সামনে এসএসসি পরীক্ষা । তা নিয়ে চিন্তায় আছি
29474,ছুটি চেয়ে ম্যানেজার এর কাছে আবেদন পত্র লিখ
29475,একবার আপনি একবার তুমি? ব্যাপারটা বুঝলাম না
29476,১৯৮১ সালে বাংলাদেশের প্রধানমন্ত্রী কে ছিল?
29477,বাংলাদেশের প্রথম অনলাইন রেডিও স্টেশন কোনটা
29478,ঘরজামাই থাকা অবস্থাই বউ পালালে করণীয় কি ?
29479,ভালো করছি মানে কি? জিজ্ঞেস করলাম কেমন আছো?
29480,রবীন্দ্রনাথ ঠাকুর সম্পর্কিত ১০টি বাক্য লেখ
29481,কাগজকে ৪২ বার ফোল্ড করলে তার পুরুষ কত হবে?
29482,ভালবাসার মানুষকে একটা শুভেচ্ছা জানিয়ে চিঠি 
29483,বাংলাদেশ সম্পর্কে ১০০০ শব্দের একটি রচনা লিখ
29484,"আলহামদুলিল্লাহ, আমি ভালো আছি। আপনার নাম কি?"
